testing_enrolled,location_id,assessment_centre,location_name,operated_by,city,address,address_fr,postal_code,province,latitude,longitude,phu,phone,website,monday,tuesday,wednesday,thursday,friday,appointments,phone_appointments,symptomatic,drive_through,accessible,additional_information,saturday,sunday,online_appointments,walk_ins,children_under_2,age_threshold,public_transit,additional_information_fr,location_name_fr,french_language_services,free_parking,weeks_pregnant,general_population,asl_interpretation,email,first_nations,community_lab,vaccine_enrolled,pharmacy
,1003,,Westmount Place Pharmacy,,Waterloo,50 Westmount Road North,,N2L 2R5,ON,43.461909,-80.537156,"Region of Waterloo, Public Health",,https://wppharmacy.medmeapp.ca/schedule/,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,1.0,1.0,,,,,09:00-18:00,11:00-17:00,https://wppharmacy.medmeapp.ca/schedule/,,,,,,,,,,,,,,,1.0,1.0
,1004,,Rexall,,Kitchener,"1405 Ottawa Street North, Unit 16",,N2A 3Z1,ON,43.4562913,-80.4472061,"Region of Waterloo, Public Health",519-893-3450,https://www.rexall.ca/covid-19/vaccines,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,1.0,1.0,,,,,09:00-18:00,09:00-17:00,https://www.rexall.ca/covid-19/vaccines,,,,,,,,,,,,,,,1.0,1.0
,1005,,Walmart Pharmacy,,Cambridge,22 Pinebush Road,,N1R 8A9,ON,43.408819,-80.325837,"Region of Waterloo, Public Health",,www.walmart.ca/en/covid19-vaccinations-centre-info,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,1.0,1.0,,,,,07:00-23:00,07:00-23:00,www.walmart.ca/en/covid19-vaccinations-centre-info,,,,,,,,,,,,,,,1.0,1.0
,1006,,Rexall,,Kitchener,324 Highland Road West,,N2M 5G2,ON,43.439305,-80.509733,"Region of Waterloo, Public Health",,https://www.rexall.ca/covid-19/vaccines,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,1.0,1.0,,,,,09:00-20:00,10:00-18:00,https://www.rexall.ca/covid-19/vaccines,,,,,,,,,,,,,,,1.0,1.0
,1007,,Food Basics Pharmacy,,Kitchener,1405 Ottawa Street North,,N2A 1H3,ON,43.456042,-80.429952,"Region of Waterloo, Public Health",,https://metropharmacy.medmeapp.com/schedule,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,1.0,1.0,,,,,09:00-18:00,10:00-17:00,https://metropharmacy.medmeapp.com/schedule,,,,,,,,,,,,,,,1.0,1.0
,1008,,Sobeys Pharmacy,,Waterloo,450 Columbia Street West,,N2T 2W1,ON,43.46846,-80.568678,"Region of Waterloo, Public Health",519-880-9145,www.pharmacyappointments.ca,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,1.0,1.0,,,,,09:00-18:00,10:00-17:00,www.pharmacyappointments.ca,,,,,,,,,,,,,,,1.0,1.0
,1009,,Zehrs Markets,,Waterloo,450 Erb Street West,,N2T 1H4,ON,43.453144,-80.555352,"Region of Waterloo, Public Health",,www.zehrs.ca/covid19,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,1.0,1.0,,,,,09:00-17:00,10:00-16:00,zehrs.ca/covid19,,,,,,,,,,,,,,,1.0,1.0
,1010,,Williamsburg Pharmacy,,Kitchener,"1187 Fischer Hallman Road, Unit 440",,N2E 4H9,ON,43.406345,-80.501948,"Region of Waterloo, Public Health",519-579-8203,https://www.remedys.ca/en/ontario/kitchener/williamsburg-remedysrx-7012077,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,1.0,1.0,,,,,09:00-17:00,11:00-16:00,https://www.remedys.ca/en/ontario/kitchener/williamsburg-remedysrx-7012077,,,,,,,,,,,,,,,1.0,1.0
1.0,1011,,Fairway Lackner Pharmacy,,Kitchener,"900 Fairway Crescent, Unit 5",,N2A 0A1,ON,43.442483,-80.414888,"Region of Waterloo, Public Health",519-954-8794,www.Lackner.ca,09:30-19:00,09:30-19:00,09:30-19:00,09:30-19:00,09:30-19:00,1.0,1.0,1.0,,,,10:00-15:00,closed,www.Lackner.ca,,,0m,,,,,,,,,,,,1.0,1.0
,1012,,Med Health Pharmacy,,Cambridge,614 Coronation Boulevard,,N1R 3E8,ON,43.3764865,-80.3243668,"Region of Waterloo, Public Health",,medhealthpharmacy.medmeapp.ca/schedule,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-17:00,1.0,1.0,,,,,09:00-15:00,closed,medhealthpharmacy.medmeapp.ca/schedule,,,,,,,,,,,,,,,1.0,1.0
,1013,,Sobeys Pharmacy,,Kitchener,1187 Fischer Hallman Road,,N2E 4H9,ON,43.4056054,-80.5100163,"Region of Waterloo, Public Health",,www.pharmacyappointments.ca,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,1.0,1.0,,,,,09:00-18:00,10:00-17:00,www.pharmacyappointments.ca,,,,,,,,,,,,,,,1.0,1.0
1.0,1014,,Cook's Pharmacy,,Kitchener,"1450 Block Line Road, Unit 201",,N2C 0A5,ON,43.419119,-80.4693,"Region of Waterloo, Public Health",519-742-5600,www.cooksrx.ca,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,1.0,1.0,1.0,,,,closed,closed,www.cooksrx.ca,,,5y,,,,,,,,,,,,1.0,1.0
,1015,,Carriage Crossing Pharmacy,,Waterloo,"105 Oak Park Drive, Unit 4",,N2K 0B3,ON,43.5215764,-80.4983969,"Region of Waterloo, Public Health",519-885-5555,https://pharmasave.com/store/pharmasave-carriage-crossing-pharmacy/,09:00-18:00,09:00-20:00,09:00-18:00,09:00-20:00,09:00-18:00,1.0,1.0,,,,,closed,closed,https://pharmasave.com/store/pharmasave-carriage-crossing-pharmacy/,,,,,,,,,,,,,,,1.0,1.0
,1016,,Alphamed Pharmacy,,Waterloo,460 Albert Street,,N2L 6J8,ON,43.4857774,-80.5403075,"Region of Waterloo, Public Health",519-746-9999,,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,1.0,1.0,,,,,10:00-18:00,closed,,,,,,,,,,,,,,,,1.0,1.0
,1017,,Shoppers Drug Mart,,Fergus,710 Tower Street South,,N1M 2R3,ON,43.699166,-80.3715858,Wellington-Dufferin-Guelph Health Unit,,https://covid-19.shoppersdrugmart.ca/en,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,1.0,1.0,,,,,08:00-00:00,08:00-00:00,https://covid-19.shoppersdrugmart.ca/en,,,,,,,,,,,,,,,1.0,1.0
,1018,,Shoppers Drug Mart,,Orangeville,25 Broadway Avenue,,L9W 1J6,ON,43.92221,-80.086405,Wellington-Dufferin-Guelph Health Unit,,https://covid-19.shoppersdrugmart.ca/en,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,1.0,1.0,1.0,,,,08:00-22:00,08:00-22:00,https://covid-19.shoppersdrugmart.ca/en,,,2y,,,,,,,,,,,,1.0,1.0
,1019,,Costco Pharmacy,Costco,Guelph,19 Elmira Road South,,N1K 0B6,ON,43.522518,-80.294972,Wellington-Dufferin-Guelph Health Unit,,https://www.costcopharmacy.ca/,09:00-20:30,09:00-20:30,09:00-20:30,09:00-20:30,09:00-20:30,1.0,1.0,,,,,09:00-18:00,09:00-18:00,https://www.costcopharmacy.ca/,,,,,,,,,,,,,,,1.0,1.0
,1020,,Rexall,,Guelph,"666 Woolwich Street, Unit 140",,N1H 7G5,ON,43.558372,-80.270008,"Wellington-Dufferin-Guelph Health, Unit",,https://www.rexall.ca/covid-19/vaccines,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,1.0,1.0,,,,,09:00-22:00,09:00-22:00,https://www.rexall.ca/covid-19/vaccines,,,,,,,,,,,,,,,1.0,1.0
,1021,,Zehrs Markets,,Guelph,160 Kortright Road West,,N1G 4W2,ON,43.5131965,-80.2179843,Wellington-Dufferin-Guelph Health Unit,,https://covid19.yourhealthmattershere.ca/en,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,1.0,1.0,,,,,09:00-18:00,10:00-17:00,https://covid19.yourhealthmattershere.ca/en,,,,,,,,,,,,,,,1.0,1.0
,1022,,Zehrs Markets,,Guelph,1045 Paisley Road,,N1K 1X6,ON,43.5225662,-80.2895665,Wellington-Dufferin-Guelph Health Unit,,www.zehrs.ca/covid19,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,1.0,1.0,,,,,09:00-18:00,10:00-17:00,zehrs.ca/covid19,,,,,,,,,,,,,,,1.0,1.0
,1023,,Rexall,,Erin,123 Main Street,,N0B 1T0,ON,43.770917,-80.064331,Wellington-Dufferin-Guelph Health Unit,,https://www.rexall.ca/covid-19/vaccines,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,1.0,1.0,,,,,09:00-18:00,09:00-18:00,https://www.rexall.ca/covid-19/vaccines,,,,,,,,,,,,,,,1.0,1.0
,1024,,No Frills,,Shelburne,101 Second Line,,L9V 3J4,ON,44.081056,-80.186974,Wellington-Dufferin-Guelph Health Unit,519-925-0933,www.nofrills.ca/covid19,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,1.0,1.0,,,,,09:00-17:00,10:00-17:00,nofrills.ca/covid19,,,,,,,,,,,,,,,1.0,1.0
,1025,,Jeffers Pharmacy Limited,,Orangeville,1 Elizabeth Street,,L9W 7N7,ON,43.9210826,-80.0994573,Wellington-Dufferin-Guelph Health Unit,,http://www.bookmyshot.com/covidshot/519-941-1230,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,1.0,1.0,,,,,09:00-17:00,11:00-15:00,http://www.bookmyshot.com/covidshot/519-941-1230,,,,,,,,,,,,,,,1.0,1.0
,1026,,Costco Pharmacy,Costco,Markham,65 Kirkham Drive,,L3S 0A9,ON,43.851484,-79.250588,York Region Public Health Services,,https://www.costcopharmacy.ca/,09:00-20:30,09:00-20:30,09:00-20:30,09:00-20:30,09:00-20:30,1.0,1.0,,,,,09:00-18:00,09:00-18:00,https://www.costcopharmacy.ca/,,,,,,,,,,,,,,,1.0,1.0
,1027,,Costco Pharmacy,Costco,Richmond Hill,35 John Birchall Road,,L4S 0B2,ON,43.9017002,-79.390834,York Region Public Health Services,,https://www.costcopharmacy.ca/,09:00-20:30,09:00-20:30,09:00-20:30,09:00-20:30,09:00-20:30,1.0,1.0,,,,,09:00-18:00,09:00-18:00,https://www.costcopharmacy.ca/,,,,,,,,,,,,,,,1.0,1.0
,1028,,Costco Pharmacy,Costco,East Gwillimbury,18182 Yonge Street,,L9N 0J3,ON,44.07107,-79.489799,York Region Public Health Services,,https://www.costcopharmacy.ca/,09:00-20:30,09:00-20:30,09:00-20:30,09:00-20:30,09:00-20:30,1.0,1.0,,,,,09:00-18:00,09:00-18:00,https://www.costcopharmacy.ca/,,,,,,,,,,,,,,,1.0,1.0
,1029,,Costco Pharmacy,Costco,Woodbridge,71 Colossus Drive,,L4L 9J8,ON,43.78574,-79.541728,York Region Public Health Services,,https://www.costcopharmacy.ca/,09:00-20:30,09:00-20:30,09:00-20:30,09:00-20:30,09:00-20:30,1.0,1.0,,,,,09:00-18:00,09:00-18:00,https://www.costcopharmacy.ca/,,,,,,,,,,,,,,,1.0,1.0
,1030,,Galleria Pharmacy,,Thornhill,"7040 Yonge Street, Unit E1",,L4J 1V7,ON,43.7989185,-79.4213666,York Region Public Health Services,905-889-0009,,09:00-19:30,09:00-19:30,09:00-19:30,09:00-19:30,09:00-19:30,1.0,1.0,,,,,09:00-19:30,10:00-16:00,,,,,,,,,,,,,,,,1.0,1.0
1.0,1031,,Shoppers Drug Mart,,Richmond Hill,13070 Yonge Street,,L4E 2T2,ON,43.946093,-79.455771,York Region Public Health Services,,https://covid-19.shoppersdrugmart.ca/en,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,1.0,1.0,1.0,,,,08:00-00:00,08:00-00:00,https://covid-19.shoppersdrugmart.ca/en,,,2y,,,,,,,,,,,,1.0,1.0
,1033,,Shoppers Drug Mart,,Aurora,446 Hollandview Trail,,L4G 3H1,ON,44.0163186,-79.4471176,York Region Public Health Services,905-726-3776,https://covid-19.shoppersdrugmart.ca/en,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,1.0,1.0,,,,,08:00-00:00,08:00-00:00,https://covid-19.shoppersdrugmart.ca/en,,,,,,,,,,,,,,,1.0,1.0
,1034,,Freshco Pharmacy,,Markham,9580 McCowan Road,,L3P 3J3,ON,43.892566,-79.2931,York Region Public Health Services,,www.pharmacyappointments.ca,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,1.0,1.0,,,,,09:00-18:00,10:00-17:00,www.pharmacyappointments.ca,,,,,,,,,,,,,,,1.0,1.0
1.0,1035,,Shoppers Drug Mart,,Aurora,14729 Yonge Street,,L4G 1N1,ON,43.9874677,-79.4637908,York Region Public Health Services,,https://covid-19.shoppersdrugmart.ca/en,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,1.0,1.0,1.0,,,,08:00-00:00,08:00-00:00,https://covid-19.shoppersdrugmart.ca/en,,,2y,,,,,,,,,,,,1.0,1.0
,1036,,Dales Pharmacy,,Markham,377 Church Street,,L6B 1A1,ON,43.884466,-79.232383,York Region Public Health Services,905-471-1234,www.Pharmacybooking.com,08:30-18:30,08:30-18:30,08:30-18:30,08:30-18:30,08:30-17:30,1.0,1.0,,,,,closed,12:00-16:00,Pharmacybooking.com,,,,,,,,,,,,,,,1.0,1.0
,1037,,Shoppers Drug Mart,,Newmarket,20 Davis Drive,,L3Y 2M7,ON,44.053769,-79.479134,York Region Public Health Services,,https://covid-19.shoppersdrugmart.ca/en,09:00-00:00,09:00-00:00,09:00-00:00,09:00-00:00,09:00-00:00,1.0,1.0,,,,,09:00-00:00,09:00-00:00,https://covid-19.shoppersdrugmart.ca/en,,,,,,,,,,,,,,,1.0,1.0
,1038,,Times Pharmacy,,Richmond Hill,"550 Highway 7 East, Unit 95D",,L4B 3Z4,ON,43.8447107,-79.3844926,York Region Public Health Services,905-889-6900,,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,1.0,1.0,,,,,09:00-17:00,10:00-17:00,,,,,,,,,,,,,,,,1.0,1.0
,1039,,Stouffville IDA Pharmacy,,Stouffville,"6212 Main Street, Suite 102",,L4A 2S5,ON,43.971155,-79.248713,York Region Public Health Services,905-640-3324,https://idastouffville.medmeapp.ca/schedule,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-19:00,1.0,1.0,,,,,09:00-17:00,13:00-16:00,https://idastouffville.medmeapp.ca/schedule,,,,,,,,,,,,,,,1.0,1.0
,1040,,Real Canadian Superstore,,Newmarket,18120 Yonge Street,,L3Y 8V1,ON,44.069857,-79.486283,York Region Public Health Services,905-830-3679,https://www.realcanadiansuperstore.ca/pharmacy?storeId=1018,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,1.0,1.0,,,,,09:00-17:00,10:00-17:00,https://www.realcanadiansuperstore.ca/pharmacy?storeId=1018,,,,,,,,,,,,,,,1.0,1.0
1.0,1041,,Shoppers Drug Mart,,Maple,9980 Dufferin Street,,L6A 4K5,ON,43.860285,-79.489319,York Region Public Health Services,,https://covid-19.shoppersdrugmart.ca/en,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,1.0,1.0,1.0,,,,08:00-00:00,08:00-00:00,https://covid-19.shoppersdrugmart.ca/en,,,2y,,,,,,,,,,,,1.0,1.0
,1042,,Shoppers Drug Mart,,Vaughan,9306 Bathurst Street,,L6A 4N9,ON,43.848222,-79.461569,York Region Public Health Services,,https://covid-19.shoppersdrugmart.ca/en,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,1.0,1.0,,,,,08:00-22:00,08:00-22:00,https://covid-19.shoppersdrugmart.ca/en,,,,,,,,,,,,,,,1.0,1.0
,1043,,Rexall,,Richmond Hill,9625 Yonge Street,,L4C 5T2,ON,43.8613897,-79.4337635,York Region Public Health Services,,https://rexall.medmeapp.com/schedule,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,1.0,1.0,,,,,09:00-18:00,closed,https://rexall.medmeapp.com/schedule,,,,,,,,,,,,,,,,1.0
1.0,1044,,Shoppers Drug Mart,,Maple,2266 Major Mackenzie Drive,,L6A 3Y7,ON,43.855051,-79.512893,York Region Public Health Services,,https://covid-19.shoppersdrugmart.ca/en,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,1.0,1.0,1.0,,,,08:00-22:00,08:00-22:00,https://covid-19.shoppersdrugmart.ca/en,,,2y,,,,,,,,,,,,1.0,1.0
,1045,,Freshco Pharmacy,,Richmond Hill,1430 Major Mackenzie Drive East,,L4S 0A1,ON,43.880044,-79.394661,York Region Public Health Services,,www.pharmacyappointments.ca,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,1.0,1.0,,,,,09:00-18:00,10:00-17:00,www.pharmacyappointments.ca,,,,,,,,,,,,,,,1.0,1.0
,1046,,Rexall,,Woodbridge,3900 Rutherford Road,,L4H 3G8,ON,43.826542,-79.555103,York Region Public Health Services,,https://www.rexall.ca/covid-19/vaccines,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,1.0,1.0,,,,,09:00-18:00,09:00-18:00,https://www.rexall.ca/covid-19/vaccines,,,,,,,,,,,,,,,1.0,1.0
,1047,,Walmart Pharmacy,,Aurora,135 First Commerce Drive,,L4G 0G2,ON,44.0153537,-79.4128902,York Region Public Health Services,,www.walmart.ca/en/covid19-vaccinations-centre-info,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,1.0,1.0,,,,,07:00-23:00,07:00-23:00,www.walmart.ca/en/covid19-vaccinations-centre-info,,,,,,,,,,,,,,,1.0,1.0
,1048,,Rexall,,Keswick,"76 Arlington Drive, Unit C",,L4P 0A9,ON,44.234419,-79.449541,York Region Public Health Services,,https://www.rexall.ca/covid-19/vaccines,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,1.0,1.0,,,,,09:00-21:00,09:00-21:00,https://www.rexall.ca/covid-19/vaccines,,,,,,,,,,,,,,,1.0,1.0
,1049,,Real Canadian Superstore,,Aurora,15900 Bayview Avenue,,L4G 7Y3,ON,44.022023,-79.448925,York Region Public Health Services,905-726-8334,www.loblaws.ca/covid19,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,1.0,1.0,,,,,09:00-17:00,10:00-17:00,loblaws.ca/covid19,,,,,,,,,,,,,,,1.0,1.0
,1050,,Rexall,,Newmarket,16900 Yonge Street,,L3Y 0A3,ON,44.039743,-79.477639,York Region Public Health Services,,https://www.rexall.ca/covid-19/vaccines,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,1.0,1.0,,,,,09:00-21:00,09:00-21:00,https://www.rexall.ca/covid-19/vaccines,,,,,,,,,,,,,,,1.0,1.0
,1051,,No Frills,,Markham,9305 Highway 48,,L6E 0E6,ON,43.914184,-79.269181,York Region Public Health Services,905-294-6512,www.nofrills.ca/covid19,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,1.0,1.0,,,,,09:00-17:00,09:00-17:00,nofrills.ca/covid19,,,,,,,,,,,,,,,1.0,1.0
,1052,,King City Guardian Drugs,,King City,"1700 King Road, Unit 27",,L7B 0N1,ON,43.9343602,-79.5076532,York Region Public Health Services,,https://kingcitypharmacy.medmeapp.ca/schedule,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,1.0,1.0,,,,,09:00-16:00,closed,https://kingcitypharmacy.medmeapp.ca/schedule,,,,,,,,,,,,,,,1.0,1.0
,1053,,Robins Pharmacy,,Newmarket,191 Main Street,,L3Y 4X1,ON,44.053457,-79.457375,York Region Public Health Services,,robinspharmacy.com,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-18:00,1.0,1.0,,,,,09:00-16:00,closed,robinspharmacy.com,,,,,,,,,,,,,,,1.0,1.0
,1054,,Markham Healthplex Pharmacy,,Markham,"5995 14th Avenue, Unit A2B",,L3S 0A2,ON,43.8547149,-79.2575368,York Region Public Health Services,,https://markhamhealthplex.medmeapp.ca/schedule,09:30-18:30,09:30-18:30,09:30-18:30,09:30-18:30,09:30-18:30,1.0,1.0,1.0,,,,09:00-15:00,10:00-15:00,https://markhamhealthplex.medmeapp.ca/schedule,,,0m,,,,,,,,,,,,1.0,1.0
,1055,,Morelli's Pharmacy,,Markham,98 Copper Creek Drive,,L6B 0P2,ON,43.8684747,-79.2298713,York Region Public Health Services,,https://morellisboxgrove.medmeapp.ca/schedule,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,1.0,1.0,,,,,09:00-18:00,09:00-18:00,https://morellisboxgrove.medmeapp.ca/schedule,,,,,,,,,,,,,,,1.0,1.0
,1056,,Walmart Pharmacy,,Vaughan,670 Applewood Crescent,,L4K 0L4,ON,43.7972278,-79.5392641,York Region Public Health Services,,www.walmart.ca/en/covid19-vaccinations-centre-info,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,1.0,1.0,,,,,07:00-23:00,07:00-23:00,www.walmart.ca/en/covid19-vaccinations-centre-info,,,,,,,,,,,,,,,1.0,1.0
1.0,1057,,Atlas Pharmacy,,Richmond Hill,"1383 16th Avenue, Unit 1A",,L4B 0E2,ON,43.8613776,-79.3897364,York Region Public Health Services,,https://atlaspharmacy.medmeapp.ca/schedule,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-17:00,1.0,1.0,1.0,,,,10:00-16:00,10:00-16:00,https://atlaspharmacy.medmeapp.ca/schedule,,,0m,,,,,,,,,,,,1.0,1.0
1.0,1058,,Sutton Apothecary,,Sutton,121 High Street,,L0E 1R0,ON,44.304102,-79.3610387,York Region Public Health Services,905-722-3302,www.suttonrx.ca/COVID,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,1.0,1.0,1.0,,,,09:00-13:00,closed,www.suttonrx.ca/COVID,,,,,,,,,,,,,,,1.0,1.0
,1059,,Metro Pharmacy,,Stouffville,5612 Main Street,,L4A 8B7,ON,43.967038,-79.26875,York Region Public Health Services,,https://metropharmacy.medmeapp.com/schedule,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,1.0,1.0,,,,,09:00-18:00,10:00-17:00,https://metropharmacy.medmeapp.com/schedule,,,,,,,,,,,,,,,1.0,1.0
,1060,,Uptown Apothecary,,Richmond Hill,9325 Yonge Street,,L4C 0A8,ON,43.856062,-79.4309324,York Region Public Health Services,,https://uptownapothecary.medmeapp.ca/SCHEDULE,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,1.0,1.0,,,,,09:00-16:00,closed,https://uptownapothecary.medmeapp.ca/SCHEDULE,,,,,,,,,,,,,,,1.0,1.0
,1061,,St. Mary Pharmacy,,Thornhill,"95 Times Avenue, Unit C2",,L3T 0A2,ON,43.8416657,-79.3903023,York Region Public Health Services,905-771-0800,,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,1.0,1.0,,,,,10:00-14:00,closed,,,,,,,,,,,,,,,,1.0,1.0
1.0,1062,,Trailside Pharmacy,,Fergus,"6420 Beatty Line North, Suite 101",,N1M 2W3,ON,43.7011482,-80.3908896,Wellington-Dufferin-Guelph Health Unit,,https://cwpharmasave.medmeapp.ca/schedule,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,1.0,1.0,1.0,,,,closed,closed,https://cwpharmasave.medmeapp.ca/schedule,,,,,,,,,,,,,,,1.0,1.0
,1063,,Your Independent Grocer,,Beaverton,30B Beaver Avenue,,L0K 1A0,ON,44.427983,-79.125252,Durham Region Health Department,705-426-5191,www.yourindependentgrocer.ca/COVID19,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,1.0,1.0,,,,,09:00-17:00,09:00-17:00,yourindependentgrocer.ca/COVID19,,,,,,,,,,,,,,,1.0,1.0
,1064,,Pollard IDA Pharmacy,,Parry Sound,37 Seguin Street,,P2A 1B2,ON,45.3438312,-80.0348673,North Bay-Parry Sound District Health Unit,705-746-2581,pollardida.medmeapp.ca/schedule,09:00-18:30,09:00-18:30,09:00-18:30,09:00-18:30,09:00-18:30,1.0,1.0,,,,,09:00-17:00,11:00-16:00,pollardida.medmeapp.ca/schedule,,,,,,,,,,,,,,,1.0,1.0
,1065,,Shoppers Drug Mart,,Toronto,1533 Jane Street,,M9N 2R2,ON,43.697007,-79.501539,Toronto Public Health,,https://covid-19.shoppersdrugmart.ca/en,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,1.0,1.0,1.0,,,,09:00-21:00,10:00-18:00,https://covid-19.shoppersdrugmart.ca/en,,,2y,,,,,,,,,,,,1.0,1.0
,1066,,Shoppers Drug Mart,,Lindsay,"343 Kent Street West, Unit 341",,K9B 2Z7,ON,44.350735,-78.755069,"Haliburton, Kawartha, Pine Ridge District Health, Unit",,https://covid-19.shoppersdrugmart.ca/en,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,1.0,1.0,,,,,08:00-00:00,08:00-00:00,https://covid-19.shoppersdrugmart.ca/en,,,,,,,,,,,,,,,1.0,1.0
,1067,,Kawartha Lakes Pharmacy,,Lindsay,"55 Angeline Street North, Unit 4A",,K9V 5B7,ON,44.355314,-78.754882,"Haliburton, Kawartha, Pine Ridge District Health, Unit",705-324-2929,www.bookmyshot.com/covidshot/705-324-2929,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,1.0,1.0,,,,,09:00-15:00,closed,www.bookmyshot.com/covidshot/705-324-2929,,,,,,,,,,,,,,,1.0,1.0
,1068,,Shoppers Drug Mart,,Welland,595 South Pelham Road,,L3C 3C7,ON,43.0033915,-79.2868602,Niagara Region Public Health Department,,https://covid-19.shoppersdrugmart.ca/en,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,1.0,1.0,,,,,09:00-18:00,09:00-16:00,https://covid-19.shoppersdrugmart.ca/en,,,,,,,,,,,,,,,1.0,1.0
,1069,,Shoppers Drug Mart,,Parry Sound,90 Bowes Street,,P2A 2L7,ON,45.343629,-80.01485,North Bay-Parry Sound District Health Unit,,https://covid-19.shoppersdrugmart.ca/en,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,1.0,1.0,,,,,08:00-22:00,08:00-22:00,https://covid-19.shoppersdrugmart.ca/en,,,,,,,,,,,,,,,1.0,1.0
,1070,,Whitfield Guardian,,Elmvale,16 Queen Street West,,L0L 1P0,ON,44.583497,-79.866993,Simcoe Muskoka District Health Unit,705-322-1011,https://whitfieldguardian.medmeapp.ca,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,1.0,1.0,,,,,09:00-16:00,10:30-14:30,https://whitfieldguardian.medmeapp.ca,,,,,,,,,,,,,,,1.0,1.0
,1072,,Yurek Pharmacy Ltd.,,St. Thomas,519 Talbot Street,,N5P 1C3,ON,42.779071,-81.193673,Southwestern Public Health,519-631-3330,,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,1.0,1.0,,,,,09:00-18:00,10:00-16:00,,,,,,,,,,,,,,,,1.0,1.0
